Standard Title,Standard Type,Standard Info Latest,Value,Edition Date,Standard Infotyp
"ALARM AND ELECTRONIC SECURITY SYSTEMS - PART 11-1: ELECTRONIC ACCESS CONTROL SYSTEMS - SYSTEM AND COMPONENTS REQUIREMENTS (IEC 60839-11-1:2013, MOD) / Systèmes d'alarme et de sécurité électroniques - Partie 11-1: Systèmes de contrôle d'accès électronique - Exigences systèmes et exigences concernant les composants (CEI 60839-11-1:2013, MOD)",(Ed. 2),ULC,60839- 11-1,"May 31, 2022",Type: canulc
"ALARM AND ELECTRONIC SECURITY SYSTEMS - PART 11-2: ELECTRONIC ACCESS CONTROL SYSTEMS - APPLICATION GUIDELINES (IEC 60839-11-2:2014, MOD) / Systèmes d'alarme et de sécurité électroniques - Partie 11-2: Systèmes de contrôle d'accès électronique - Lignes directrices d'application (CEI 60839-11-2:2014, MOD)",(Ed. 1),ULC,60839- 11-2,"July 29, 2022",Type: canulc
Live working - Insulating foam-filled tubes and solid rods - Part 1: Tubes and rods of a circular cross-section / Travaux sous tension - Tubes isolants repmplis de mousse et tiges isolants pleines - Partie 1: Tubes et tiges de section circulaire,(Ed. 1),ULC,60855- 1,"August 01, 2016",Type: canulc
LIVE WORKING - CONDUCTIVE CLOTHING / TRAVAUX SOUS TENSION - VÊTEMENTS CONDUCTEURS,(Ed. 3),ULC,60895,"August 26, 2021",N/A
LIVE WORKING - HAND TOOLS FOR USE UP TO 1 000 V AC AND 1 500 V DC / TRAVAUX SOUS TENSION - OUTILS À MAIN POUR USAGE JUSQU'À 1 000 V EN COURANT ALTERNATIF ET 1 500 V EN COURANT CONTINU,(Ed. 4),ULC,60900,"August 26, 2021",N/A
"Live working - Electrical insulating gloves
Travaux sous tension - Gants isolants électriques",(Ed. 3),ULC,60903,"June 01, 2015",Type: canulc
Passive filter units for electromagnetic interference suppression - Part 3: Passive filter units for which safety tests are appropriate,(Ed. 1),UL,60939- 3,"July 22, 2016",Type: uliec
Low-Voltage Switchgear and Controlgear - Part 1: General Rules,(Ed. 6),UL,60947- 1,"May 31, 2022",Type: ulcsance
Low-Voltage Switchgear and Controlgear - Part 4-1: Contactors and Motor-Starters - Electromechanical Contactors and Motor-Starters,(Ed. 4),UL,60947- 4-1,"May 31, 2022",Type: ulcsaiec
Low-Voltage Switchgear and Controlgear - Part 4-2: Contactors and Motor-Starters - AC Semiconductor Motor Controllers and Starters,(Ed. 2),UL,60947- 4-2,"May 31, 2022",Type: ulcsaiec
Low-Voltage Switchgear and Controlgear - Part 5-1: Control Circuit Devices and Switching Elements - Electromechanical Control Circuit Devices,(Ed. 4),UL,60947- 5-1,"May 31, 2022",Type: ulcsaiec
Low-Voltage Switchgear and Controlgear - Part 5-2: Control Circuit Devices and Switching Elements - Proximity Switches,(Ed. 4),UL,60947- 5-2,"March 31, 2022",Type: ulcsaiec
Standard for Low-Voltage Switchgear and Controlgear - Part 5-5: Control circuit devices and switching elements - Electrical emergency stop device with mechanical latching function,(Ed. 1),UL,60947- 5-5,"August 11, 2017",Type: uliec
Standard for Low-Voltage Switchgear And Controlgear - Part 7-1: Ancillary equipment - Terminal blocks for copper conductors,(Ed. 4),UL,60947- 7-1,"January 27, 2017",Type: ulcsance
Standard for Low-Voltage Switchgear and Controlgear - Part 7-2: Ancillary Equipment - Protective Conductor Terminal Blocks for Copper Conductors,(Ed. 4),UL,60947- 7-2,"January 27, 2017",Type: ulcsance
Low-Voltage Switchgear and Controlgear - Part 7-3: Ancillary Equipment - Safety Requirements for Fuse Terminal Blocks,(Ed. 3),UL,60947- 7-3,"January 27, 2017",Type: ulcsance
Low-Voltage Switchgear and Controlgear - Part 7-4: Ancillary equipment - PCB terminal blocks for copper conductors,(Ed. 1),UL,60947- 7-4,"April 27, 2018",Type: ulcsance
Information Technology Equipment - Safety - Part 1: General Requirements,(Ed. 2),UL,60950- 1,"March 27, 2007",Type: uliec
Information Technology Equipment - Safety - Part 21: Remote Power Feeding,(Ed. 1),UL,60950- 21,"November 10, 2003",Type: ulcsaiec
Information Technology Equipment - Safety - Part 22: Equipment to be Installed Outdoors,(Ed. 2),UL,60950- 22,"March 31, 2017",Type: ulcsaiec
Information Technology Equipment - Safety - Part 23: Large Data Storage Equipment,(Ed. 1),UL,60950- 23,"April 23, 2007",Type: ulcsaiec
Standard for Arc Welding Equipment; Part 1: Welding Power Sources,(Ed. 1),UL,60974- 1,"March 17, 2005",Type: uliec
"Sleeves of Insulating Material for Live Working
Protège-Bras en Matériaux Isolants Pour Travaux Electriques",(Ed. 1),ULC,60984,"August 10, 2012",Type: canulc
"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 1: General Requirements",(Ed. 3),UL,61010- 1,"May 11, 2012",Type: ulcsaiecisa
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-010: Particular Requirements for Laboratory Equipment for the Heating of Materials",(Ed. 4),UL,61010- 2-010,"June 27, 2019",Type: uliec
"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-011: Particular Requirements for Refrigerating Equipment",(Ed. 2),UL,61010- 2-011,"May 13, 2021",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-012: Particular Requirements for Climatic and Environmental Testing and Other Temperature Conditioning Equipment",(Ed. 2),UL,61010- 2-012,"June 15, 2022",Type: uliec
"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-020: Particular Requirements for Laboratory Equipment for Laboratory Centrifuges",(Ed. 3),UL,61010- 2-020,"December 15, 2016",Type: uliec
"Safety requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-030: Particular Requirements for Equipment Having Testing or Measuring Circuits",(Ed. 2),UL,61010- 2-030,"December 21, 2018",Type: ulcsaiec
"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-032: Particular Requirements for Hand-Held and Hand-Manipulated Current Sensors for Electrical Test and Measurement",(Ed. 2),UL,61010- 2-032,"January 10, 2020",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-033: Particular Requirements for Hand-Held Multimeters for Domestic and Professional Use, Capable of Measuring Mains Voltage",(Ed. 2),UL,61010- 2-033,"January 10, 2020",Type: uliec
"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-034: Particular Requirements for Measurement Equipment for Insulation Resistance and Test Equipment for Electric Strength",(Ed. 1),UL,61010- 2-034,"January 10, 2020",Type: uliec
"Safety Requirements for Electrical Equipment for  Measurement, Control, and Laboratory Use - Part 2-040: Particular Requirements for Sterilizers and Washer-Disinfectors Used to Treat Medical Materials",(Ed. 3),UL,61010- 2-040,"February 17, 2021",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-051: Particular Requirements for Laboratory Equipment for Mixing and Stirring",(Ed. 4),UL,61010- 2-051,"June 27, 2019",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-061: Particular Requirements for Laboratory Atomic Spectrometers with Thermal Atomization and Ionization",(Ed. 4),UL,61010- 2-061,"June 27, 2019",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-081: Particular Requirements for Automatic and Semi-Automatic Laboratory Equipment for Analysis and Other Purposes",(Ed. 3),UL,61010- 2-081,"July 31, 2019",Type: uliec
"Standard for Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-091: Particular Requirements for Cabinet X-Ray Systems",(Ed. 2),UL,61010- 2-091,"July 31, 2019",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-101: Particular Requirements for In Vitro Diagnostic (IVD) Medical Equipment",(Ed. 3),UL,61010- 2-101,"July 31, 2019",Type: uliec
"Standard for Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-201: Particular Requirements for Control Equipment",(Ed. 2),UL,61010- 2-201,"May 14, 2018",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 031: Safety requirements for hand-held probe assemblies for electrical measurement and test",(Ed. 2),UL,61010- 031,"January 27, 2017",Type: ulcsaiec
Standard for Electrical Equipment for Laboratory Use; Part 1: General Requirements,(Ed. 3),UL,61010A- 1,"May 05, 2003",N/A
Electrical Equipment For Laboratory Use; Part 1:  General Requirements,(Ed. 2),UL,61010A- 1,"January 16, 2004",N/A
Switches for Appliances - Part 1: General Requirements,(Ed. 5),UL,61058- 1,"November 03, 2017",Type: ulcsaiec
Switches for Appliances - Part 1-1: Requirements for Mechanical Switches,(Ed. 1),UL,61058- 1-1,"November 03, 2017",Type: ulcsaiec
Switches for Appliances - Part 1-2: Requirements for Electronic Switches,(Ed. 1),UL,61058- 1-2,"November 03, 2017",Type: ulcsaiec
Standard for Switches for Appliances - Part 2: Particular Requirements for Cord Switches,(Ed. 1),UL,61058- 2-1,"May 31, 2022",Type: ulcsaiec
Switches for Appliances - Part 2-5: Particular Requirements for Change-Over Selectors,(Ed. 1),UL,61058- 2-5,"March 31, 2020",Type: ulcsaiec
"Switches for appliances - Part 2-6: Particular requirements for switches used in electric motoroperated hand-held tools, transportable tools and lawn and garden machinery",(Ed. 1),UL,61058- 2-6,"March 31, 2020",Type: ulcsaiec
"Live working - Electrical insulating matting 
Travaux sous tension - Tapis isolants électriques",(Ed. 1),ULC,61111,"December 01, 2010",Type: canulc
"Live Working - Electrical Insulating Blankets
Travaux sous tension - Nappes isolantes électriques",(Ed. 1),ULC,61112,"August 10, 2012",Type: canulc
Programmable Controllers - Part 2: Equipment Requirements and Tests,(Ed. 2),UL,61131- 2,"June 05, 2008",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1: Test Requirements,(Ed. 2),UL,61215- 1,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-1: Special Requirements for Testing of Crystalline Silicon Photovoltaic (PV) Modules,(Ed. 2),UL,61215- 1-1,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-2: Special Requirements for Testing of Thin-Film Cadmium Telluride (CdTe) Based Photovoltaic (PV) Modules,(Ed. 2),UL,61215- 1-2,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-3: Special Requirements for Testing of Thin-Film  Amorphous Silicon Based Photovoltaic (PV) Modules,(Ed. 2),UL,61215- 1-3,"July 28, 2021",Type: uliec
"Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-4: Special Requirements for Testing of Thin-Film  Cu(In,Ga)(S,Se)2 Based Photovoltaic (PV) Modules",(Ed. 2),UL,61215- 1-4,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 2: Test Procedures,(Ed. 2),UL,61215- 2,"July 28, 2021",Type: uliec
"Rigid Protective Covers for Live Working on a.c. Installations
Protecteurs Rigides pour Travaux Sous Tension sur Des Installations à Courant Alternatif",(Ed. 1),ULC,61229,"August 10, 2012",Type: canulc
"Live working -- Portable Equipment for Grounding and Bonding
Travaux sous tension -- Dispositifs Portables Pour la Mise à la Terre et la Continuité des Masses",(Ed. 1),ULC,61230,"August 10, 2012",Type: canulc
"Live working -- Insulating Hollow Tubes for Electrical Purposes
Travaux Sous Tension -- Tubes Creux Isolants Pour Travaux Electriques",(Ed. 1),ULC,61235,"August 10, 2012",Type: canulc
"Live working - Saddles, stick clamps and their accessories
Travaux sous tension - Selles, manchons et leurs accessoires",(Ed. 3),ULC,61236,"May 01, 2014",Type: canulc
Live Working - Voltage Detectors - Part 1: Capacitive Type to be Used for Voltages Exceeding 1 kV AC / Travaux sous tension - Détecteurs de tension - Partie 1: Type capacitif pour usage sur des tensions alternatives de plus de 1 kV,(Ed. 3),ULC,61243- 1,"April 18, 2023",Type: canulc
"Live working -- Voltage Detectors -- Part 2: Resistive Type to be Used for Voltages Exceeding 1 kV to 36 kV a.c.
Travaux Sous Tension -- Détecteurs de Tension -- Partie 2: Type Résistif Pour Usage sur des Tensions Alternatives de 1 kV à 36 kV",(Ed. 1),ULC,61243- 2,"August 10, 2012",Type: canulc
"Live working - Voltage detectors - Part 3: Two-pole low-voltage type
Travaux sous tension - Détecteurs de tension - Partie 3: Type bipolaire basse tension",(Ed. 1),ULC,61243- 3,"August 10, 2012",Type: canulc
"Live Working - Conformity Assessment Applicable to Tools, Devices and Equipment
Travaux sous tension - Évaluation de la conformité applicable à l'outillage, au matériel et aux dispositifs",(Ed. 1),ULC,61318,"August 10, 2012",Type: canulc
"Live Working - Methods for Assessment of Defects and Verification of Performance Applicable to Tools, Devices and Equipment / Travaux sous tension - Méthodes d'évaluation des défauts et vérification des performances applicables aux outils, dispositifs et équipement",(Ed. 4),ULC,61318,"February 24, 2023",Type: canulc
LIVE WORKING - GUIDELINES FOR THE INSTALLATION OF TRANSMISSION AND DISTRIBUTION LINE CONDUCTORS AND EARTH WIRES - STRINGING EQUIPMENT AND ACCESSORY ITEMS / TRAVAUX SOUS TENSION - LIGNES DIRECTRICES POUR L'INSTALLATION DES CONDUCTEURS ET CÂBLES DE GARDE DES LIGNES DE TRANSPORT - ÉQUIPEMENT DE DÉROULAGE ET ACCESSOIRES,(Ed. 3),ULC,61328,"August 26, 2021",N/A
"Live Working - Minimum Approach Distances for A.C. Systems in the Voltage range 72,5 Kv to 800 Kv - A Method of Calculation",(Ed. 1),ULC,61472,"May 01, 2014",Type: canulc
"Live Working - Minimum Approach Distances - Part 2: Method of Determination of the Electrical Component Distance for AC Systems from 1,0 kV to 72,5 kV / Travaux sous tension - Distances minimales d'approche - Partie 2: Méthode de détermination de la distance du composant électrique pour les réseaux en courant alternatif de tension comprise entre 1,0 kV et 72,5 kV",(Ed. 1),ULC,61472- 2,"February 24, 2023",N/A
"Live Working - Minimum Requirements for the Utilization of Tools, Devices and Equipment
Travaux Sous Tension - Exigences Minimales pour L'utlisation des Outils, Dispositifs et Équipements",(Ed. 1),ULC,61477,"August 10, 2012",Type: canulc
"Live Working - Ladders of Insulating Material
Travaux Sous Tension - Échelles en Matériau Isolant",(Ed. 1),ULC,61478,"December 01, 2005",Type: canulc
"Live working - Flexible Conductor Covers (Line Hoses) of Insulating Material
Travaux Sous Tension - Protecteurs de conducteurs flexibles en matériau isolant",(Ed. 1),ULC,61479,"December 01, 2005",Type: canulc
"Live Working - Portable Phase Comparators for Use on Voltages from 1 kV to 36 kV a.c.
Travaux sous tension - Comparateurs de phase portatifs pour utilisation a des tensions alternatifs de 1 kV a 36 kV",(Ed. 1),ULC,61482- 1,"July 01, 2006",Type: canulc
"LIVE WORKING - PROTECTIVE CLOTHING AGAINST THE THERMAL HAZARDS OF AN ELECTRIC ARC - PART 1-1: TEST METHODS - METHOD 1: DETERMINATION OF THE ARC RATING (ELIM, ATPV AND/OR EBT) OF CLOTHING MATERIALS AND OF PROTECTIVE CLOTHING USING AN OPEN ARC / TRAVAUX SOUS TENSION - VÊTEMENTS DE PROTECTION CONTRE LES DANGERS THERMIQUES D'UN ARC ÉLECTRIQUE - PARTIE 1-1: MÉTHODES D'ESSAI - MÉTHODE 1: DÉTERMINATION DE LA VALEUR ASSIGNÉE D'ARC  (ELIM, ATPV ET/OU EBT) DES MATÉRIAUX POUR VÊTEMENTS ET DES VÊTEMENTS DE PROTECTION UTILISANT UN ARC OUVERT",(Ed. 2),ULC,61482- 1-1,"August 26, 2021",N/A
