Standard Title,Standard Type,Standard Info Latest,Edition Date,Standard Infotyp
"Hand-Held Motor-Operated Electric Tools - Safety - Part 2-3: Particular Requirements for Grinders, Polishers and Disk-Type Sanders",(Ed. 2),UL,"May 31, 2007",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-4: Particular Requirements for Sanders and Polishers Other Than Disk Type,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-5: Particular Requirements for Circular Saws,(Ed. 5),UL,"March 20, 2012",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-6: Particular Requirements for Hammers,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-8: Particular Requirements for Shears and Nibblers,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-9: Particular Requirements for Tappers,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-11: Particular Requirements for Reciprocating Saws,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-12: Particular Requirements For Concrete Vibrators,(Ed. 2),UL,"March 21, 2005",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-13: Particular Requirements for Chain Saws,(Ed. 1),UL,"December 08, 2011",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-14: Particular Requirements for Planers,(Ed. 2),UL,"March 26, 2004",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-15: Particular Requirements for Hedge Trimmers,(Ed. 1),UL,"June 28, 2010",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-16: Particular Requirements for Tackers,(Ed. 1),UL,"November 18, 2009",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-17: Particular Requirements for Routers and Trimmers,(Ed. 3),UL,"February 25, 2011",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-18: Particular Requirements For Strapping Tools,(Ed. 1),UL,"March 21, 2005",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-19: Particular Requirements For Jointers,(Ed. 1),UL,"November 25, 2005",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-20: Particular Requirements For Band Saws,(Ed. 1),UL,"March 21, 2005",Type: ulcsaiec
Hand-Held Motor-Operated Electric Tools - Safety - Part 2-21: Particular Requirements For Drain Cleaners,(Ed. 1),UL,"March 21, 2005",Type: ulcsaiec
Subject 60745-2-22,(Ed. 1),UL,"July 20, 2012",Type: ulcsaiec
Hand-Held Motor-Operated electric Tools - Safety - Part 2-23: Particular Requirements for Die Grinders and Small Rotary Tools,(Ed. 1),UL,"September 20, 2013",Type: ulcsaiec
"Live working - Insulating sticks and attachable devices - Part 1: Insulating sticks
Travaux sous tension - Perches isolantes et outils adaptables - Partie 1: Perches isolantes",(Ed. 1),ULC,"December 01, 2010",Type: canulc
"Live working - Insulating sticks and attachable devices - Part 2: Attachable devices
Travaux sous tension - Perches isolantes et outils adaptables - Partie 2: Outils adaptables",(Ed. 1),ULC,"December 01, 2010",Type: canulc
"ALARM AND ELECTRONIC SECURITY SYSTEMS - PART 11-1: ELECTRONIC ACCESS CONTROL SYSTEMS - SYSTEM AND COMPONENTS REQUIREMENTS (IEC�60839-11-1:2013,�MOD) / Syst�mes d'alarme et de s�curit� �lectroniques - Partie 11-1: Syst�mes de contr�le d'acc�s �lectronique - Exigences syst�mes et exigences concernant les composants (CEI�60839-11-1:2013,�MOD)",(Ed. 2),ULC,"May 31, 2022",Type: canulc
"ALARM AND ELECTRONIC SECURITY SYSTEMS - PART 11-2: ELECTRONIC ACCESS CONTROL SYSTEMS - APPLICATION GUIDELINES (IEC 60839-11-2:2014, MOD) / Syst�mes d'alarme et de s�curit� �lectroniques - Partie 11-2: Syst�mes de contr�le d'acc�s �lectronique - Lignes directrices d'application (CEI 60839-11-2:2014, MOD)",(Ed. 1),ULC,"July 29, 2022",Type: canulc
Live working - Insulating foam-filled tubes and solid rods - Part 1: Tubes and rods of a circular cross-section / Travaux sous tension - Tubes isolants repmplis de mousse et tiges isolants pleines - Partie 1: Tubes et tiges de section circulaire,(Ed. 1),ULC,"August 01, 2016",Type: canulc
LIVE WORKING - CONDUCTIVE CLOTHING / TRAVAUX SOUS TENSION - V�TEMENTS CONDUCTEURS,(Ed. 3),ULC,"August 26, 2021",N/A
LIVE WORKING - HAND TOOLS FOR USE UP TO 1 000 V AC AND 1�500 V DC / TRAVAUX SOUS TENSION - OUTILS � MAIN POUR USAGE JUSQU'� 1�000�V EN COURANT ALTERNATIF ET 1�500�V EN COURANT CONTINU,(Ed. 4),ULC,"August 26, 2021",N/A
"Live working - Electrical insulating gloves
Travaux sous tension - Gants isolants �lectriques",(Ed. 3),ULC,"June 01, 2015",Type: canulc
Passive filter units for electromagnetic interference suppression - Part 3: Passive filter units for which safety tests are appropriate,(Ed. 1),UL,"July 22, 2016",Type: uliec
Low-Voltage Switchgear and Controlgear - Part 1: General Rules,(Ed. 6),UL,"May 31, 2022",Type: ulcsance
Low-Voltage Switchgear and Controlgear - Part 4-1: Contactors and Motor-Starters - Electromechanical Contactors and Motor-Starters,(Ed. 4),UL,"May 31, 2022",Type: ulcsaiec
Low-Voltage Switchgear and Controlgear - Part 4-2: Contactors and Motor-Starters - AC Semiconductor Motor Controllers and Starters,(Ed. 2),UL,"May 31, 2022",Type: ulcsaiec
Low-Voltage Switchgear and Controlgear - Part 5-1: Control Circuit Devices and Switching Elements - Electromechanical Control Circuit Devices,(Ed. 4),UL,"May 31, 2022",Type: ulcsaiec
Low-Voltage Switchgear and Controlgear - Part 5-2: Control Circuit Devices and Switching Elements - Proximity Switches,(Ed. 4),UL,"March 31, 2022",Type: ulcsaiec
Standard for Low-Voltage Switchgear and Controlgear - Part 5-5: Control circuit devices and switching elements - Electrical emergency stop device with mechanical latching function,(Ed. 1),UL,"August 11, 2017",Type: uliec
Standard for Low-Voltage Switchgear And Controlgear - Part 7-1: Ancillary equipment - Terminal blocks for copper conductors,(Ed. 4),UL,"January 27, 2017",Type: ulcsance
Standard for Low-Voltage Switchgear and Controlgear - Part 7-2: Ancillary Equipment - Protective Conductor Terminal Blocks for Copper Conductors,(Ed. 4),UL,"January 27, 2017",Type: ulcsance
Low-Voltage Switchgear and Controlgear - Part 7-3: Ancillary Equipment - Safety Requirements for Fuse Terminal Blocks,(Ed. 3),UL,"January 27, 2017",Type: ulcsance
Low-Voltage Switchgear and Controlgear - Part 7-4: Ancillary equipment - PCB terminal blocks for copper conductors,(Ed. 1),UL,"April 27, 2018",Type: ulcsance
Information Technology Equipment - Safety - Part 1: General Requirements,(Ed. 2),UL,"March 27, 2007",Type: uliec
Information Technology Equipment - Safety - Part 21: Remote Power Feeding,(Ed. 1),UL,"November 10, 2003",Type: ulcsaiec
Information Technology Equipment - Safety - Part 22: Equipment to be Installed Outdoors,(Ed. 2),UL,"March 31, 2017",Type: ulcsaiec
Information Technology Equipment - Safety - Part 23: Large Data Storage Equipment,(Ed. 1),UL,"April 23, 2007",Type: ulcsaiec
Standard for Arc Welding Equipment; Part 1: Welding Power Sources,(Ed. 1),UL,"March 17, 2005",Type: uliec
"Sleeves of Insulating Material for Live Working
Prot�ge-Bras en Mat�riaux Isolants Pour Travaux Electriques",(Ed. 1),ULC,"August 10, 2012",Type: canulc
"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 1: General Requirements",(Ed. 3),UL,"May 11, 2012",Type: ulcsaiecisa
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-010: Particular Requirements for Laboratory Equipment for the Heating of Materials",(Ed. 4),UL,"June 27, 2019",Type: uliec
"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-011: Particular Requirements for Refrigerating Equipment",(Ed. 2),UL,"May 13, 2021",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-012: Particular Requirements for Climatic and Environmental Testing and Other Temperature Conditioning Equipment",(Ed. 2),UL,"June 15, 2022",Type: uliec
"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-020: Particular Requirements for Laboratory Equipment for Laboratory Centrifuges",(Ed. 3),UL,"December 15, 2016",Type: uliec
"Safety requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-030: Particular Requirements for Equipment Having Testing or Measuring Circuits",(Ed. 2),UL,"December 21, 2018",Type: ulcsaiec
"Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-032: Particular Requirements for Hand-Held and Hand-Manipulated Current Sensors for Electrical Test and Measurement",(Ed. 2),UL,"January 10, 2020",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-033: Particular Requirements for Hand-Held Multimeters for Domestic and Professional Use, Capable of Measuring Mains Voltage",(Ed. 2),UL,"January 10, 2020",Type: uliec
"Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-034: Particular Requirements for Measurement Equipment for Insulation Resistance and Test Equipment for Electric Strength",(Ed. 1),UL,"January 10, 2020",Type: uliec
"Safety Requirements for Electrical Equipment for  Measurement, Control, and Laboratory Use - Part 2-040: Particular Requirements for Sterilizers and Washer-Disinfectors Used to Treat Medical Materials",(Ed. 3),UL,"February 17, 2021",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-051: Particular Requirements for Laboratory Equipment for Mixing and Stirring",(Ed. 4),UL,"June 27, 2019",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-061: Particular Requirements for Laboratory Atomic Spectrometers with Thermal Atomization and Ionization",(Ed. 4),UL,"June 27, 2019",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-081: Particular Requirements for Automatic and Semi-Automatic Laboratory Equipment for Analysis and Other Purposes",(Ed. 3),UL,"July 31, 2019",Type: uliec
"Standard for Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-091: Particular Requirements for Cabinet X-Ray Systems",(Ed. 2),UL,"July 31, 2019",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 2-101: Particular Requirements for In Vitro Diagnostic (IVD) Medical Equipment",(Ed. 3),UL,"July 31, 2019",Type: uliec
"Standard for Safety Requirements for Electrical Equipment for Measurement, Control, and Laboratory Use - Part 2-201: Particular Requirements for Control Equipment",(Ed. 2),UL,"May 14, 2018",Type: uliec
"Safety Requirements for Electrical Equipment for Measurement, Control and Laboratory Use - Part 031: Safety requirements for hand-held probe assemblies for electrical measurement and test",(Ed. 2),UL,"January 27, 2017",Type: ulcsaiec
Standard for Electrical Equipment for Laboratory Use; Part 1: General Requirements,(Ed. 3),UL,"May 05, 2003",N/A
Electrical Equipment For Laboratory Use; Part 1:  General Requirements,(Ed. 2),UL,"January 16, 2004",N/A
Switches for Appliances - Part 1: General Requirements,(Ed. 5),UL,"November 03, 2017",Type: ulcsaiec
Switches for Appliances - Part 1-1: Requirements for Mechanical Switches,(Ed. 1),UL,"November 03, 2017",Type: ulcsaiec
Switches for Appliances - Part 1-2: Requirements for Electronic Switches,(Ed. 1),UL,"November 03, 2017",Type: ulcsaiec
Standard for Switches for Appliances - Part 2: Particular Requirements for Cord Switches,(Ed. 1),UL,"May 31, 2022",Type: ulcsaiec
Switches for Appliances - Part 2-5: Particular Requirements for Change-Over Selectors,(Ed. 1),UL,"March 31, 2020",Type: ulcsaiec
"Switches for appliances - Part 2-6: Particular requirements for switches used in electric motoroperated hand-held tools, transportable tools and lawn and garden machinery",(Ed. 1),UL,"March 31, 2020",Type: ulcsaiec
"Live working - Electrical insulating matting 
Travaux sous tension - Tapis isolants �lectriques",(Ed. 1),ULC,"December 01, 2010",Type: canulc
"Live Working - Electrical Insulating Blankets
Travaux sous tension - Nappes isolantes �lectriques",(Ed. 1),ULC,"August 10, 2012",Type: canulc
Programmable Controllers - Part 2: Equipment Requirements and Tests,(Ed. 2),UL,"June 05, 2008",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1: Test Requirements,(Ed. 2),UL,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-1: Special Requirements for Testing of Crystalline Silicon Photovoltaic (PV) Modules,(Ed. 2),UL,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-2: Special Requirements for Testing of Thin-Film Cadmium Telluride (CdTe) Based Photovoltaic (PV) Modules,(Ed. 2),UL,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-3: Special Requirements for Testing of Thin-Film  Amorphous Silicon Based Photovoltaic (PV) Modules,(Ed. 2),UL,"July 28, 2021",Type: uliec
"Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 1-4: Special Requirements for Testing of Thin-Film  Cu(In,Ga)(S,Se)2 Based Photovoltaic (PV) Modules",(Ed. 2),UL,"July 28, 2021",Type: uliec
Terrestrial Photovoltaic (PV) Modules - Design Qualification and Type Approval - Part 2: Test Procedures,(Ed. 2),UL,"July 28, 2021",Type: uliec
"Rigid Protective Covers for Live Working on a.c. Installations
Protecteurs Rigides pour Travaux Sous Tension sur Des Installations � Courant Alternatif",(Ed. 1),ULC,"August 10, 2012",Type: canulc
"Live working -- Portable Equipment for Grounding and Bonding
Travaux sous tension -- Dispositifs Portables Pour la Mise � la Terre et la Continuit� des Masses",(Ed. 1),ULC,"August 10, 2012",Type: canulc
"Live working -- Insulating Hollow Tubes for Electrical Purposes
Travaux Sous Tension -- Tubes Creux Isolants Pour Travaux Electriques",(Ed. 1),ULC,"August 10, 2012",Type: canulc
"Live working - Saddles, stick clamps and their accessories
Travaux sous tension - Selles, manchons et leurs accessoires",(Ed. 3),ULC,"May 01, 2014",Type: canulc
